Index_aleatoire;sexe;type_vehicule;age_vehicule;usage_vehicule;type_conduite;est_rouge;points_perdus;formule;Age;Nombre_enfants;Enfant_conduite_accompagne;Revenus;Tarif_devis
799386;F;Sports Car;1;Commercial;Highly Urban/ Urban;no;7;dev_integral;16;Non;Non;[0 – 70k€] ;[300€ – 600€] 
265877;M;Panel Truck;5;Commercial;Highly Urban/ Urban;no;0;dev_integral;6;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
345341;M;z_SUV;5;Private;Highly Urban/ Urban;no;8;dev_express;90;Oui;Non;[0 – 70k€] ;[0 – 300€] 
704196;M;Panel Truck;16;Commercial;Highly Urban/ Urban;no;0;dev_express;67;Non;Non;[> 210k€] ;[0 – 300€] 
213605;M;Panel Truck;19;Commercial;Highly Urban/ Urban;yes;5;dev_express;61;Non;Non;[> 210k€] ;[0 – 300€] 
657774;F;Minivan;7;Private;Highly Urban/ Urban;no;0;dev_integral;6;Oui;Non;[0 – 70k€] ;[0 – 300€] 
119452;F;z_SUV;8;Commercial;Highly Urban/ Urban;no;0;dev_integral;23;Oui;Non;[70k€ – 140k€] ;[0 – 300€] 
461017;M;Minivan;9;Private;Highly Urban/ Urban;no;2;dev_premium;12;Oui;Non;[70k€ – 140k€] ;[300€ – 600€] 
591999;M;Van;14;Commercial;Highly Urban/ Urban;yes;1;dev_premium;41;Non;Non;[0 – 70k€] ;[300€ – 600€] 
563829;F;z_SUV;1;Private;Highly Urban/ Urban;no;0;dev_premium;64;Non;Non;[0 – 70k€] ;[300€ – 600€] 
250158;M;Van;1;Commercial;Highly Urban/ Urban;yes;2;dev_integral;66;Oui;Non;[0 – 70k€] ;[300€ – 600€] 
620294;M;Sports Car;14;Private;Highly Urban/ Urban;no;0;dev_express;52;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
907266;F;Pickup;0;Private;Highly Urban/ Urban;no;0;dev_premium;83;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
880722;F;z_SUV;16;Private;z_Highly Rural/ Rural;no;2;dev_premium;11;Non;Non;[0 – 70k€] ;[300€ – 600€] 
488430;M;Pickup;16;Commercial;Highly Urban/ Urban;no;0;dev_integral;78;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
443826;F;Pickup;0;Private;Highly Urban/ Urban;no;0;dev_express;58;Non;Non;[0 – 70k€] ;[0 – 300€] 
490843;M;Pickup;1;Private;Highly Urban/ Urban;no;1;dev_integral;53;Non;Non;[0 – 70k€] ;[300€ – 600€] 
818910;F;z_SUV;1;Private;Highly Urban/ Urban;no;7;dev_integral;40;Oui;Non;[0 – 70k€] ;[300€ – 600€] 
307405;M;Pickup;1;Private;Highly Urban/ Urban;no;6;dev_express;75;Non;Non;[0 – 70k€] ;[0 – 300€] 
13286;F;Panel Truck;1;Commercial;Highly Urban/ Urban;yes;0;dev_integral;38;Oui;Non;[0 – 70k€] ;[300€ – 600€] 
727432;M;Pickup;1;Commercial;Highly Urban/ Urban;yes;5;dev_integral;71;Oui;Oui;[0 – 70k€] ;[300€ – 600€] 
523914;M;Van;16;Private;Highly Urban/ Urban;no;11;dev_integral;18;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
799532;M;Minivan;1;Private;z_Highly Rural/ Rural;no;2;dev_integral;68;Non;Non;[0 – 70k€] ;[300€ – 600€] 
562563;M;Minivan;7;Commercial;Highly Urban/ Urban;yes;6;dev_integral;85;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
572235;F;Sports Car;12;Private;Highly Urban/ Urban;no;0;dev_express;91;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
715990;M;z_SUV;7;Commercial;z_Highly Rural/ Rural;no;1;dev_premium;49;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
618253;M;Minivan;5;Commercial;Highly Urban/ Urban;no;0;dev_premium;44;Oui;Oui;[0 – 70k€] ;[300€ – 600€] 
701336;F;Minivan;1;Private;Highly Urban/ Urban;no;2;dev_integral;60;Non;Non;[0 – 70k€] ;[300€ – 600€] 
771610;F;Panel Truck;18;Commercial;Highly Urban/ Urban;no;6;dev_express;65;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
90140;F;z_SUV;11;Private;z_Highly Rural/ Rural;no;4;dev_integral;73;Oui;Oui;[0 – 70k€] ;[300€ – 600€] 
719430;F;z_SUV;1;Commercial;Highly Urban/ Urban;no;3;dev_express;50;Non;Non;[0 – 70k€] ;[0 – 300€] 
488164;M;Panel Truck;4;Commercial;z_Highly Rural/ Rural;yes;1;dev_vip;22;Non;Non;[0 – 70k€] ;[> 900€] 
509264;F;Pickup;17;Commercial;Highly Urban/ Urban;yes;0;dev_integral;94;Non;Non;[0 – 70k€] ;[0 – 300€] 
139096;F;Minivan;15;Private;Highly Urban/ Urban;no;0;dev_express;11;Non;Non;[0 – 70k€] ;[0 – 300€] 
580823;F;Panel Truck;0;Commercial;Highly Urban/ Urban;yes;5;dev_integral;75;Non;Non;[0 – 70k€] ;[300€ – 600€] 
140382;F;Pickup;1;Commercial;Highly Urban/ Urban;yes;0;dev_express;60;Non;Non;[0 – 70k€] ;[0 – 300€] 
569532;F;Pickup;13;Commercial;Highly Urban/ Urban;no;3;dev_express;84;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
388162;F;Van;12;Private;Highly Urban/ Urban;yes;0;dev_integral;61;Oui;Non;[0 – 70k€] ;[300€ – 600€] 
847162;M;z_SUV;6;Commercial;Highly Urban/ Urban;no;2;dev_premium;80;Oui;Non;[0 – 70k€] ;[300€ – 600€] 
804339;F;Sports Car;9;Private;Highly Urban/ Urban;no;0;dev_integral;61;Oui;Non;[0 – 70k€] ;[0 – 300€] 
504480;F;Pickup;1;Commercial;Highly Urban/ Urban;yes;0;dev_premium;31;Non;Non;[0 – 70k€] ;[300€ – 600€] 
803827;F;Pickup;0;Private;Highly Urban/ Urban;no;0;dev_integral;74;Non;Non;[0 – 70k€] ;[300€ – 600€] 
479952;F;Pickup;19;Commercial;Highly Urban/ Urban;yes;0;dev_integral;52;Non;Non;[0 – 70k€] ;[300€ – 600€] 
14835;F;z_SUV;7;Commercial;Highly Urban/ Urban;no;0;dev_express;89;Oui;Non;[0 – 70k€] ;[0 – 300€] 
884591;M;z_SUV;15;Private;Highly Urban/ Urban;no;2;dev_express;75;Non;Non;[0 – 70k€] ;[0 – 300€] 
187202;F;Pickup;1;Commercial;Highly Urban/ Urban;yes;3;dev_integral;82;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
382014;M;z_SUV;9;Private;Highly Urban/ Urban;no;4;dev_integral;50;Oui;Non;[70k€ – 140k€] ;[0 – 300€] 
375930;M;z_SUV;6;Private;Highly Urban/ Urban;no;1;dev_integral;66;Oui;Non;[0 – 70k€] ;[0 – 300€] 
622226;F;z_SUV;1;Private;Highly Urban/ Urban;no;2;dev_express;71;Oui;Oui;[0 – 70k€] ;[0 – 300€] 
727286;F;Sports Car;12;Private;Highly Urban/ Urban;no;0;dev_express;85;Oui;Non;[0 – 70k€] ;[0 – 300€] 
662419;M;Pickup;4;Commercial;Highly Urban/ Urban;yes;7;dev_express;29;Non;Non;[0 – 70k€] ;[0 – 300€] 
212072;F;z_SUV;8;Private;Highly Urban/ Urban;no;1;dev_integral;93;Oui;Non;[0 – 70k€] ;[300€ – 600€] 
559615;F;z_SUV;20;Private;Highly Urban/ Urban;no;0;dev_premium;54;Non;Non;[140k€ – 210k€] ;[300€ – 600€] 
44407;M;Van;4;Commercial;Highly Urban/ Urban;no;0;dev_express;40;Non;Non;[0 – 70k€] ;[0 – 300€] 
93229;F;Minivan;10;Commercial;Highly Urban/ Urban;no;0;dev_express;26;Oui;Non;[0 – 70k€] ;[0 – 300€] 
776447;F;Pickup;0;Commercial;Highly Urban/ Urban;no;0;dev_integral;37;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
859556;F;Van;1;Commercial;Highly Urban/ Urban;yes;5;dev_integral;53;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
804796;F;Sports Car;8;Private;Highly Urban/ Urban;no;2;dev_premium;38;Oui;Non;[0 – 70k€] ;[300€ – 600€] 
334028;M;Pickup;1;Private;Highly Urban/ Urban;yes;0;dev_integral;29;Non;Non;[140k€ – 210k€] ;[0 – 300€] 
964980;M;Minivan;1;Private;Highly Urban/ Urban;yes;1;dev_integral;38;Oui;Oui;[70k€ – 140k€] ;[0 – 300€] 
27569;M;z_SUV;9;Private;z_Highly Rural/ Rural;no;0;dev_premium;60;Non;Non;[0 – 70k€] ;[300€ – 600€] 
288577;M;Sports Car;5;Private;Highly Urban/ Urban;no;1;dev_express;49;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
175317;M;Panel Truck;12;Commercial;Highly Urban/ Urban;no;0;dev_express;35;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
618673;F;Minivan;11;Private;Highly Urban/ Urban;no;2;dev_integral;60;Non;Non;[0 – 70k€] ;[0 – 300€] 
66425;M;Pickup;5;Commercial;z_Highly Rural/ Rural;no;0;dev_integral;76;Oui;Oui;[0 – 70k€] ;[0 – 300€] 
915361;M;Pickup;12;Commercial;z_Highly Rural/ Rural;yes;1;dev_express;88;Non;Non;[0 – 70k€] ;[0 – 300€] 
844301;F;Van;0;Commercial;Highly Urban/ Urban;yes;0;dev_express;3;Oui;Oui;[140k€ – 210k€] ;[0 – 300€] 
148117;F;Panel Truck;0;Commercial;Highly Urban/ Urban;no;1;dev_premium;13;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
775162;F;z_SUV;6;Private;Highly Urban/ Urban;no;2;dev_integral;21;Non;Non;[0 – 70k€] ;[300€ – 600€] 
596776;F;Minivan;1;Commercial;Highly Urban/ Urban;no;6;dev_integral;59;Oui;Oui;[0 – 70k€] ;[300€ – 600€] 
499466;F;z_SUV;6;Private;Highly Urban/ Urban;no;7;dev_express;57;Oui;Non;[0 – 70k€] ;[0 – 300€] 
395686;M;Minivan;9;Private;Highly Urban/ Urban;yes;1;dev_express;30;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
420035;M;z_SUV;4;Private;Highly Urban/ Urban;no;7;dev_premium;25;Oui;Non;[0 – 70k€] ;[300€ – 600€] 
157567;F;Pickup;9;Private;Highly Urban/ Urban;no;2;dev_integral;8;Oui;Non;[0 – 70k€] ;[300€ – 600€] 
462702;M;z_SUV;1;Private;Highly Urban/ Urban;no;1;dev_express;59;Non;Non;[0 – 70k€] ;[0 – 300€] 
750177;F;z_SUV;1;Private;Highly Urban/ Urban;no;8;dev_express;23;Oui;Non;[0 – 70k€] ;[0 – 300€] 
580674;F;z_SUV;8;Private;Highly Urban/ Urban;no;1;dev_integral;78;Non;Non;[0 – 70k€] ;[300€ – 600€] 
285778;M;Panel Truck;18;Commercial;Highly Urban/ Urban;yes;0;dev_integral;30;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
425314;M;Minivan;11;Private;Highly Urban/ Urban;no;0;dev_integral;31;Non;Non;[140k€ – 210k€] ;[300€ – 600€] 
279694;F;Pickup;6;Commercial;Highly Urban/ Urban;yes;1;dev_express;70;Non;Non;[0 – 70k€] ;[0 – 300€] 
333846;F;z_SUV;1;Private;z_Highly Rural/ Rural;no;0;dev_integral;72;Non;Non;[0 – 70k€] ;[300€ – 600€] 
653339;F;Van;1;Private;Highly Urban/ Urban;yes;6;dev_express;69;Oui;Non;[0 – 70k€] ;[0 – 300€] 
777389;F;z_SUV;0;Private;Highly Urban/ Urban;no;0;dev_express;26;Oui;Non;[0 – 70k€] ;[0 – 300€] 
934881;F;Minivan;7;Private;Highly Urban/ Urban;no;3;dev_premium;54;Oui;Oui;[0 – 70k€] ;[300€ – 600€] 
535257;F;Sports Car;10;Private;Highly Urban/ Urban;no;1;dev_integral;73;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
132029;F;Minivan;1;Private;z_Highly Rural/ Rural;no;0;dev_integral;6;Non;Non;[0 – 70k€] ;[0 – 300€] 
322692;F;Sports Car;1;Private;Highly Urban/ Urban;no;1;dev_integral;23;Oui;Oui;[0 – 70k€] ;[0 – 300€] 
789691;M;z_SUV;1;Commercial;z_Highly Rural/ Rural;no;0;dev_premium;62;Non;Non;[0 – 70k€] ;[300€ – 600€] 
491114;M;Sports Car;10;Private;Highly Urban/ Urban;no;5;dev_express;10;Oui;Non;[0 – 70k€] ;[0 – 300€] 
973754;M;Minivan;8;Commercial;Highly Urban/ Urban;no;0;dev_express;30;Oui;Non;[0 – 70k€] ;[0 – 300€] 
304720;F;z_SUV;10;Private;Highly Urban/ Urban;no;1;dev_express;60;Oui;Oui;[0 – 70k€] ;[0 – 300€] 
858256;M;z_SUV;6;Private;Highly Urban/ Urban;no;2;dev_express;75;Oui;Non;[0 – 70k€] ;[0 – 300€] 
276073;F;Pickup;11;Commercial;z_Highly Rural/ Rural;yes;2;dev_integral;77;Non;Non;[0 – 70k€] ;[0 – 300€] 
151442;M;z_SUV;1;Private;Highly Urban/ Urban;no;4;dev_integral;52;Non;Non;[0 – 70k€] ;[300€ – 600€] 
971946;F;Panel Truck;8;Commercial;Highly Urban/ Urban;yes;4;dev_premium;10;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
777750;F;Minivan;0;Private;z_Highly Rural/ Rural;no;3;dev_premium;23;Non;Non;[0 – 70k€] ;[300€ – 600€] 
735364;F;Van;13;Commercial;Highly Urban/ Urban;yes;1;dev_integral;74;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
475218;M;Pickup;1;Commercial;Highly Urban/ Urban;yes;1;dev_integral;15;Oui;Oui;[0 – 70k€] ;[300€ – 600€] 
241309;M;Pickup;19;Private;Highly Urban/ Urban;no;0;dev_integral;51;Non;Non;[140k€ – 210k€] ;[300€ – 600€] 
329525;M;z_SUV;9;Private;z_Highly Rural/ Rural;no;1;dev_integral;93;Non;Non;[0 – 70k€] ;[300€ – 600€] 
924019;M;Pickup;0;Private;Highly Urban/ Urban;yes;0;dev_express;21;Non;Non;[0 – 70k€] ;[0 – 300€] 
789345;F;Minivan;15;Private;Highly Urban/ Urban;no;0;dev_express;62;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
769994;F;Pickup;10;Private;z_Highly Rural/ Rural;no;0;dev_premium;76;Non;Non;[0 – 70k€] ;[300€ – 600€] 
508083;F;z_SUV;7;Private;Highly Urban/ Urban;no;0;dev_integral;8;Non;Non;[140k€ – 210k€] ;[300€ – 600€] 
711371;F;Pickup;1;Commercial;Highly Urban/ Urban;no;0;dev_express;60;Oui;Non;[0 – 70k€] ;[0 – 300€] 
177306;F;Van;12;Commercial;Highly Urban/ Urban;no;2;dev_express;87;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
436;F;Pickup;1;Private;z_Highly Rural/ Rural;yes;1;dev_integral;55;Non;Non;[0 – 70k€] ;[300€ – 600€] 
556556;M;Minivan;8;Commercial;Highly Urban/ Urban;yes;0;dev_integral;54;Non;Non;[0 – 70k€] ;[0 – 300€] 
301489;F;Van;10;Commercial;Highly Urban/ Urban;yes;3;dev_premium;46;Non;Non;[140k€ – 210k€] ;[300€ – 600€] 
976132;F;Minivan;13;Private;Highly Urban/ Urban;no;0;dev_express;54;Non;Non;[140k€ – 210k€] ;[0 – 300€] 
26190;F;z_SUV;1;Private;Highly Urban/ Urban;no;0;dev_express;60;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
396024;M;z_SUV;1;Commercial;Highly Urban/ Urban;no;2;dev_express;64;Oui;Non;[0 – 70k€] ;[0 – 300€] 
735362;F;Minivan;17;Commercial;Highly Urban/ Urban;yes;1;dev_integral;20;Non;Non;[0 – 70k€] ;[0 – 300€] 
908197;M;Pickup;7;Commercial;z_Highly Rural/ Rural;yes;0;dev_premium;59;Non;Non;[0 – 70k€] ;[300€ – 600€] 
632803;M;Minivan;21;Private;Highly Urban/ Urban;no;0;dev_express;58;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
772048;M;Minivan;8;Private;Highly Urban/ Urban;yes;0;dev_integral;57;Oui;Non;[70k€ – 140k€] ;[300€ – 600€] 
242172;F;Minivan;1;Commercial;Highly Urban/ Urban;no;7;dev_integral;63;Oui;Non;[70k€ – 140k€] ;[0 – 300€] 
19736;F;Panel Truck;11;Commercial;Highly Urban/ Urban;yes;0;dev_express;35;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
726084;M;Minivan;22;Private;Highly Urban/ Urban;yes;0;dev_integral;31;Non;Non;[0 – 70k€] ;[300€ – 600€] 
412015;F;z_SUV;10;Commercial;Highly Urban/ Urban;no;4;dev_premium;84;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
713246;M;Minivan;0;Private;Highly Urban/ Urban;no;0;dev_integral;71;Non;Non;[0 – 70k€] ;[300€ – 600€] 
300297;F;z_SUV;8;Private;Highly Urban/ Urban;no;2;dev_integral;69;Non;Non;[0 – 70k€] ;[0 – 300€] 
844948;M;Minivan;4;Commercial;z_Highly Rural/ Rural;no;0;dev_integral;6;Oui;Oui;[0 – 70k€] ;[300€ – 600€] 
945803;M;Minivan;0;Private;Highly Urban/ Urban;no;3;dev_express;18;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
90840;F;z_SUV;7;Private;Highly Urban/ Urban;no;5;dev_express;82;Non;Non;[0 – 70k€] ;[0 – 300€] 
457951;F;Minivan;1;Private;Highly Urban/ Urban;yes;0;dev_premium;61;Non;Non;[0 – 70k€] ;[300€ – 600€] 
536717;M;Pickup;1;Commercial;Highly Urban/ Urban;no;0;dev_express;34;Non;Non;[0 – 70k€] ;[0 – 300€] 
467784;F;z_SUV;6;Private;Highly Urban/ Urban;no;9;dev_integral;62;Oui;Oui;[0 – 70k€] ;[300€ – 600€] 
610156;M;Pickup;4;Commercial;z_Highly Rural/ Rural;no;0;dev_integral;86;Oui;Non;[70k€ – 140k€] ;[300€ – 600€] 
214939;M;Sports Car;0;Private;Highly Urban/ Urban;no;0;dev_express;84;Oui;Non;[0 – 70k€] ;[0 – 300€] 
856458;F;Minivan;9;Private;Highly Urban/ Urban;no;0;dev_express;79;Non;Non;[0 – 70k€] ;[0 – 300€] 
119215;M;Panel Truck;1;Commercial;Highly Urban/ Urban;yes;4;dev_express;56;Oui;Non;[0 – 70k€] ;[0 – 300€] 
278153;M;Pickup;8;Commercial;z_Highly Rural/ Rural;yes;2;dev_express;54;Oui;Oui;[0 – 70k€] ;[0 – 300€] 
742563;M;Pickup;1;Commercial;Highly Urban/ Urban;yes;3;dev_express;91;Non;Non;[0 – 70k€] ;[0 – 300€] 
700756;M;Pickup;13;Commercial;z_Highly Rural/ Rural;yes;2;dev_premium;73;Oui;Non;[0 – 70k€] ;[300€ – 600€] 
106177;M;Pickup;9;Private;Highly Urban/ Urban;yes;3;dev_express;48;Oui;Non;[0 – 70k€] ;[0 – 300€] 
295673;F;z_SUV;1;Commercial;Highly Urban/ Urban;no;1;dev_express;60;Non;Non;[0 – 70k€] ;[0 – 300€] 
579616;F;Minivan;0;Private;z_Highly Rural/ Rural;yes;2;dev_express;67;Oui;Non;[0 – 70k€] ;[0 – 300€] 
54748;F;Sports Car;8;Private;z_Highly Rural/ Rural;no;2;dev_integral;38;Oui;Non;[0 – 70k€] ;[0 – 300€] 
322669;F;Pickup;1;Private;Highly Urban/ Urban;yes;1;dev_express;51;Non;Non;[0 – 70k€] ;[0 – 300€] 
206257;M;Pickup;15;Private;Highly Urban/ Urban;no;2;dev_integral;7;Non;Non;[140k€ – 210k€] ;[300€ – 600€] 
163666;F;Sports Car;18;Private;Highly Urban/ Urban;no;7;dev_express;6;Oui;Oui;[70k€ – 140k€] ;[0 – 300€] 
747950;M;Minivan;12;Private;Highly Urban/ Urban;no;2;dev_express;90;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
465230;M;Minivan;17;Private;z_Highly Rural/ Rural;yes;0;dev_integral;88;Non;Non;[0 – 70k€] ;[300€ – 600€] 
818396;F;Sports Car;1;Private;Highly Urban/ Urban;no;0;dev_integral;57;Non;Non;[0 – 70k€] ;[300€ – 600€] 
802191;F;Panel Truck;14;Commercial;z_Highly Rural/ Rural;yes;0;dev_integral;84;Oui;Oui;[70k€ – 140k€] ;[300€ – 600€] 
80783;M;Sports Car;9;Private;Highly Urban/ Urban;no;2;dev_integral;60;Non;Non;[0 – 70k€] ;[0 – 300€] 
865446;M;z_SUV;7;Private;Highly Urban/ Urban;no;3;dev_express;29;Non;Non;[0 – 70k€] ;[0 – 300€] 
526105;F;Sports Car;9;Private;Highly Urban/ Urban;no;0;dev_integral;69;Non;Non;[0 – 70k€] ;[0 – 300€] 
420638;M;z_SUV;12;Private;Highly Urban/ Urban;no;3;dev_integral;74;Non;Non;[140k€ – 210k€] ;[0 – 300€] 
664668;F;Pickup;11;Private;z_Highly Rural/ Rural;yes;2;dev_premium;30;Oui;Non;[0 – 70k€] ;[300€ – 600€] 
91711;M;z_SUV;18;Private;Highly Urban/ Urban;no;0;dev_integral;38;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
825957;M;Sports Car;20;Private;Highly Urban/ Urban;no;0;dev_integral;73;Non;Non;[0 – 70k€] ;[300€ – 600€] 
766174;M;z_SUV;9;Commercial;Highly Urban/ Urban;no;4;dev_integral;87;Non;Non;[0 – 70k€] ;[300€ – 600€] 
971681;M;z_SUV;5;Commercial;Highly Urban/ Urban;no;0;dev_integral;47;Non;Non;[0 – 70k€] ;[300€ – 600€] 
584123;M;Pickup;7;Commercial;Highly Urban/ Urban;no;1;dev_express;93;Oui;Oui;[0 – 70k€] ;[0 – 300€] 
192238;M;Minivan;1;Private;z_Highly Rural/ Rural;no;0;dev_express;17;Non;Non;[0 – 70k€] ;[0 – 300€] 
521575;M;Minivan;0;Private;Highly Urban/ Urban;no;0;dev_integral;6;Oui;Non;[70k€ – 140k€] ;[300€ – 600€] 
285583;F;Panel Truck;0;Commercial;Highly Urban/ Urban;yes;0;dev_integral;67;Non;Non;[0 – 70k€] ;[300€ – 600€] 
978809;M;Pickup;1;Private;Highly Urban/ Urban;yes;4;dev_integral;90;Non;Non;[0 – 70k€] ;[300€ – 600€] 
226652;M;Minivan;19;Private;Highly Urban/ Urban;yes;0;dev_express;3;Non;Non;[0 – 70k€] ;[0 – 300€] 
968668;M;Sports Car;10;Private;Highly Urban/ Urban;no;0;dev_integral;19;Non;Non;[0 – 70k€] ;[300€ – 600€] 
858503;M;Van;18;Commercial;Highly Urban/ Urban;yes;3;dev_integral;36;Non;Non;[0 – 70k€] ;[300€ – 600€] 
980053;M;Minivan;10;Private;Highly Urban/ Urban;no;1;dev_express;53;Oui;Non;[0 – 70k€] ;[0 – 300€] 
272482;F;Van;1;Private;Highly Urban/ Urban;no;0;dev_integral;25;Oui;Non;[0 – 70k€] ;[0 – 300€] 
939202;M;z_SUV;16;Private;Highly Urban/ Urban;no;4;dev_express;26;Oui;Oui;[70k€ – 140k€] ;[0 – 300€] 
806298;F;z_SUV;9;Private;Highly Urban/ Urban;no;0;dev_express;58;Non;Non;[0 – 70k€] ;[0 – 300€] 
497177;M;Pickup;7;Private;Highly Urban/ Urban;no;1;dev_integral;15;Oui;Oui;[0 – 70k€] ;[300€ – 600€] 
762360;F;Pickup;15;Private;Highly Urban/ Urban;no;0;dev_integral;87;Non;Non;[140k€ – 210k€] ;[0 – 300€] 
436475;M;z_SUV;13;Private;Highly Urban/ Urban;no;4;dev_express;32;Non;Non;[0 – 70k€] ;[0 – 300€] 
983691;F;Minivan;14;Private;Highly Urban/ Urban;no;0;dev_premium;63;Non;Non;[140k€ – 210k€] ;[300€ – 600€] 
17940;F;Panel Truck;24;Commercial;Highly Urban/ Urban;yes;0;dev_premium;22;Oui;Non;[70k€ – 140k€] ;[300€ – 600€] 
371601;F;Pickup;10;Commercial;Highly Urban/ Urban;no;3;dev_express;68;Non;Non;[0 – 70k€] ;[0 – 300€] 
184663;F;z_SUV;13;Private;Highly Urban/ Urban;no;4;dev_express;74;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
444133;F;Pickup;17;Private;z_Highly Rural/ Rural;yes;0;dev_express;9;Non;Non;[0 – 70k€] ;[0 – 300€] 
137823;M;Van;8;Commercial;Highly Urban/ Urban;yes;4;dev_integral;86;Oui;Non;[70k€ – 140k€] ;[0 – 300€] 
295287;F;Pickup;15;Private;Highly Urban/ Urban;yes;0;dev_integral;65;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
270183;M;Minivan;10;Commercial;Highly Urban/ Urban;no;1;dev_express;18;Non;Non;[0 – 70k€] ;[0 – 300€] 
780881;M;Minivan;1;Private;Highly Urban/ Urban;yes;3;dev_integral;58;Non;Non;[0 – 70k€] ;[300€ – 600€] 
245601;M;z_SUV;1;Private;Highly Urban/ Urban;no;8;dev_integral;47;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
302461;M;Minivan;1;Private;Highly Urban/ Urban;yes;2;dev_premium;56;Oui;Non;[0 – 70k€] ;[300€ – 600€] 
560896;M;Panel Truck;10;Commercial;Highly Urban/ Urban;yes;0;dev_express;51;Oui;Non;[0 – 70k€] ;[0 – 300€] 
554933;M;Minivan;13;Private;Highly Urban/ Urban;yes;1;dev_express;56;Oui;Non;[0 – 70k€] ;[0 – 300€] 
72582;M;Minivan;7;Private;z_Highly Rural/ Rural;yes;0;dev_integral;90;Non;Non;[0 – 70k€] ;[300€ – 600€] 
806037;F;Minivan;0;Commercial;Highly Urban/ Urban;no;0;dev_integral;39;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
836916;M;Sports Car;1;Private;Highly Urban/ Urban;no;2;dev_integral;89;Non;Non;[0 – 70k€] ;[300€ – 600€] 
705473;M;z_SUV;5;Private;Highly Urban/ Urban;no;1;dev_premium;93;Oui;Oui;[70k€ – 140k€] ;[300€ – 600€] 
292508;M;z_SUV;10;Private;z_Highly Rural/ Rural;no;0;dev_premium;88;Oui;Non;[0 – 70k€] ;[300€ – 600€] 
525062;M;z_SUV;3;Private;Highly Urban/ Urban;no;5;dev_integral;63;Non;Non;[0 – 70k€] ;[0 – 300€] 
517971;M;z_SUV;1;Private;z_Highly Rural/ Rural;no;0;dev_express;38;Oui;Oui;[0 – 70k€] ;[0 – 300€] 
870424;F;Pickup;1;Private;Highly Urban/ Urban;yes;0;dev_express;80;Non;Non;[0 – 70k€] ;[0 – 300€] 
254490;F;Panel Truck;10;Commercial;Highly Urban/ Urban;yes;5;dev_integral;51;Non;Non;[140k€ – 210k€] ;[300€ – 600€] 
955352;M;Van;0;Private;Highly Urban/ Urban;yes;6;dev_express;7;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
267899;M;z_SUV;14;Private;Highly Urban/ Urban;no;0;dev_integral;5;Oui;Non;[70k€ – 140k€] ;[300€ – 600€] 
767826;F;z_SUV;6;Private;Highly Urban/ Urban;no;0;dev_integral;83;Non;Non;[0 – 70k€] ;[300€ – 600€] 
746234;M;Sports Car;19;Private;Highly Urban/ Urban;no;1;dev_express;87;Non;Non;[0 – 70k€] ;[0 – 300€] 
733389;M;Minivan;6;Private;z_Highly Rural/ Rural;yes;2;dev_integral;43;Non;Non;[0 – 70k€] ;[300€ – 600€] 
491344;M;Minivan;14;Private;Highly Urban/ Urban;yes;2;dev_integral;90;Non;Non;[140k€ – 210k€] ;[0 – 300€] 
297899;M;Sports Car;20;Private;z_Highly Rural/ Rural;no;2;dev_premium;65;Non;Non;[0 – 70k€] ;[300€ – 600€] 
487402;F;Pickup;7;Commercial;Highly Urban/ Urban;yes;7;dev_integral;32;Oui;Non;[70k€ – 140k€] ;[0 – 300€] 
238404;M;Pickup;1;Commercial;z_Highly Rural/ Rural;yes;2;dev_premium;59;Oui;Oui;[0 – 70k€] ;[300€ – 600€] 
